iteration,Ux,Uy,p,k,omega
1863,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1864,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1865,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1866,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1867,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1868,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1869,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1870,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1871,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1872,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1873,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1874,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1875,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1876,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1877,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1878,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1879,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1880,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1881,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1882,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1883,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1884,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1885,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1886,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1887,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1888,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1889,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1890,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1891,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1892,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1893,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1894,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1895,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1896,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1897,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1898,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1899,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1900,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1901,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1902,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1903,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1904,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1905,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1906,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1907,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1908,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1909,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1910,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1911,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1912,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1913,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1914,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1915,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1916,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1917,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1918,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1919,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1920,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1921,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1922,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1923,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1924,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1925,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1926,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1927,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1928,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1929,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1930,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1931,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1932,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1933,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1934,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1935,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1936,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1937,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1938,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1939,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1940,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1941,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1942,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1943,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1944,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1945,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1946,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1947,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1948,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1949,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1950,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1951,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1952,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1953,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1954,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1955,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1956,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1957,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1958,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1959,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1960,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1961,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1962,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1963,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1964,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1965,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1966,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1967,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1968,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1969,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1970,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1971,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1972,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1973,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1974,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1975,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1976,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1977,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1978,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1979,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1980,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1981,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1982,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1983,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1984,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1985,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1986,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1987,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1988,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1989,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1990,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1991,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1992,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1993,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1994,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1995,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1996,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1997,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1998,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1999,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
2000,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
